gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureGroup,MonthlyChargeGroup,ChargesRatio,ServiceCount,IsLongTermCustomer,IsAutoPay,HasInternet
Male,0,0,0,22,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Electronic check,83.05,1799.3,0,13-24,High,21.407495538370018,3,0,0,1
Female,1,0,0,8,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,105.5,829.55,1,0-12,Very High,7.789201877934272,6,0,0,1
Female,0,0,1,16,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,81.0,1312.15,1,13-24,High,16.001829268292685,2,0,0,1
Female,0,0,0,39,0,0,DSL,0,1,1,1,0,0,Month-to-month,0,Bank transfer (automatic),41.1,1597.05,0,25-48,Medium,37.934679334916865,3,1,1,1
Female,0,0,0,12,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),45.0,524.35,0,0-12,Medium,11.398913043478261,1,0,1,1
Male,0,1,0,54,1,0,DSL,1,1,0,0,1,1,Two year,1,Bank transfer (automatic),74.55,4191.45,0,49-60,High,55.47915287888815,5,1,1,1
Female,0,0,0,18,0,0,DSL,1,1,0,1,0,0,One year,1,Mailed check,40.2,711.95,0,13-24,Medium,17.280339805825243,3,0,0,1
Male,0,1,0,32,1,0,DSL,1,1,0,1,0,1,One year,0,Mailed check,70.5,2201.75,0,25-48,High,30.793706293706293,5,1,0,1
Female,0,0,0,41,1,0,No,0,0,0,0,0,0,One year,1,Mailed check,19.75,806.95,0,25-48,Low,38.88915662650603,1,1,0,0
Male,0,1,1,67,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),24.65,1620.45,0,61-72,Low,63.17543859649123,2,1,1,0
Male,0,1,0,65,1,1,Fiber optic,1,0,1,0,1,1,Month-to-month,1,Electronic check,104.25,6812.95,0,61-72,Very High,64.73111638954869,6,1,0,1
Female,0,0,0,25,1,1,DSL,1,1,1,1,1,0,Month-to-month,1,Bank transfer (automatic),78.35,1837.9,0,25-48,High,23.161940768746064,7,1,1,1
Female,0,1,1,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.8,69.8,1,0-12,Medium,0.9858757062146892,1,0,0,1
Female,0,1,0,67,1,1,Fiber optic,0,1,1,1,1,1,One year,1,Credit card (automatic),109.7,7344.45,0,61-72,Very High,66.34552845528455,7,1,1,1
Male,1,0,0,7,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Mailed check,73.75,545.15,1,0-12,High,7.292976588628762,2,0,0,1
Female,1,0,0,43,0,0,DSL,1,1,0,0,0,0,Month-to-month,1,Credit card (automatic),33.45,1500.25,0,25-48,Low,43.54862119013062,2,1,1,1
Female,0,0,0,24,1,0,Fiber optic,1,0,0,0,1,1,Month-to-month,1,Electronic check,94.6,2283.15,0,13-24,High,23.88232217573222,4,1,0,1
Male,1,0,0,9,1,1,DSL,1,0,0,0,0,0,Month-to-month,0,Electronic check,54.55,494.05,1,0-12,Medium,8.893789378937894,3,0,0,1
Male,0,1,1,69,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),20.2,1376.5,0,61-72,Low,64.92924528301887,1,1,1,0
Female,0,0,1,37,1,0,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),20.3,755.4,0,25-48,Low,35.46478873239436,1,1,1,0
Male,0,1,1,20,0,0,DSL,1,0,1,1,0,0,Two year,1,Credit card (automatic),39.4,825.4,0,13-24,Medium,20.43069306930693,3,0,1,1
Male,0,0,0,7,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),69.15,488.65,0,0-12,Medium,6.965787598004276,1,0,1,1
Female,1,0,0,37,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,76.25,2841.55,1,25-48,High,36.78381877022654,2,1,0,1
Female,0,0,0,5,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Mailed check,93.9,486.85,1,0-12,High,5.13013698630137,4,0,0,1
Male,0,0,0,41,0,0,DSL,0,0,1,0,1,1,One year,1,Electronic check,51.35,2075.1,0,25-48,Medium,39.63896848137536,3,1,0,1
Female,0,0,0,54,1,0,Fiber optic,1,1,0,0,1,1,One year,1,Credit card (automatic),100.05,5299.65,0,49-60,Very High,52.44581890153389,5,1,1,1
Female,1,0,0,3,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.4,204.7,1,0-12,High,2.866946778711484,1,0,0,1
Male,1,0,0,69,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),20.3,1356.3,0,61-72,Low,63.67605633802817,1,1,1,0
Female,0,0,0,53,1,0,Fiber optic,0,1,1,1,0,1,One year,1,Credit card (automatic),94.45,5042.75,0,49-60,High,52.83132530120482,5,1,1,1
Male,0,1,1,18,0,0,DSL,0,1,1,0,1,0,One year,0,Credit card (automatic),46.4,812.4,0,13-24,Medium,17.139240506329113,3,0,1,1
Male,0,1,0,64,1,0,Fiber optic,1,1,0,1,1,1,Two year,1,Credit card (automatic),104.05,6605.55,0,61-72,Very High,62.88005711565921,6,1,1,1
Female,0,1,1,31,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Electronic check,91.15,2995.45,1,25-48,High,32.50623982637004,4,1,0,1
Female,0,0,0,20,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),24.9,505.95,0,13-24,Low,19.534749034749037,0,0,1,1
Male,0,1,1,57,1,0,DSL,1,1,0,1,0,0,One year,0,Mailed check,59.6,3509.4,0,49-60,Medium,57.91089108910891,4,1,0,1
Male,1,1,0,63,1,1,Fiber optic,1,1,1,0,1,1,Two year,0,Credit card (automatic),108.5,6991.9,0,61-72,Very High,63.852968036529674,7,1,1,1
Male,0,1,1,13,0,0,DSL,1,1,0,1,0,0,Two year,0,Mailed check,40.55,590.35,0,13-24,Medium,14.208182912154033,3,0,0,1
Female,1,1,0,48,1,0,DSL,0,1,0,0,0,1,One year,1,Bank transfer (automatic),58.95,2789.7,0,25-48,Medium,46.533778148457046,3,1,1,1
Female,0,0,0,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.95,137.95,1,0-12,High,1.9173036831132728,1,0,0,1
Male,0,1,1,57,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.75,1123.15,0,49-60,Low,51.63908045977012,1,1,0,0
Male,0,1,0,71,1,1,Fiber optic,0,1,1,1,1,1,One year,1,Bank transfer (automatic),113.15,7953.25,0,61-72,Very High,69.67367498904949,7,1,1,1
Female,0,1,1,7,1,1,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,48.8,349.8,0,0-12,Medium,7.024096385542169,2,0,0,1
Female,0,0,0,16,1,1,DSL,0,0,0,0,0,1,Month-to-month,1,Bank transfer (automatic),63.05,1067.05,0,13-24,Medium,16.659640905542545,3,0,1,1
Male,0,1,0,34,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,0,Electronic check,100.85,3527.3,0,25-48,Very High,34.63230240549829,5,1,0,1
Female,0,1,0,37,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,99.5,3762.0,1,25-48,High,37.43283582089552,5,1,0,1
Male,0,0,0,16,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Mailed check,80.55,1248.9,0,13-24,High,15.314530962599633,3,0,0,1
Male,0,0,1,48,1,1,DSL,1,1,1,0,0,0,One year,1,Bank transfer (automatic),64.4,3035.35,0,25-48,Medium,46.41207951070336,5,1,1,1
Male,0,1,1,58,1,0,DSL,0,1,0,1,1,1,One year,1,Credit card (automatic),75.2,4300.8,0,49-60,High,56.44094488188976,5,1,1,1
Female,0,1,0,72,1,1,DSL,1,0,1,1,1,1,Two year,1,Bank transfer (automatic),84.9,6065.3,0,61-72,High,70.60884749708964,7,1,1,1
Female,0,0,0,7,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.3,144.95,0,0-12,Low,7.14039408866995,1,0,0,0
Female,0,0,0,38,1,0,Fiber optic,1,1,1,0,0,0,Month-to-month,1,Credit card (automatic),83.9,3233.6,1,25-48,High,38.0871613663133,4,1,1,1
Female,1,1,0,48,1,1,Fiber optic,1,1,1,1,1,1,Month-to-month,0,Electronic check,117.45,5438.9,1,25-48,Very High,45.91726466863655,8,1,0,1
Male,0,0,0,10,1,0,Fiber optic,1,1,1,0,1,1,Month-to-month,1,Electronic check,104.4,1081.45,1,0-12,Very High,10.26043643263757,6,0,0,1
Female,0,0,0,30,1,0,DSL,1,1,1,1,1,0,One year,0,Credit card (automatic),74.65,2308.6,0,25-48,High,30.516853932584265,6,1,1,1
Male,0,1,0,31,1,1,DSL,0,0,0,0,1,0,Month-to-month,1,Credit card (automatic),59.05,1882.8,0,25-48,Medium,31.353871773522066,3,1,1,1
Female,1,0,0,46,1,1,DSL,0,0,1,1,0,1,One year,1,Credit card (automatic),69.1,3255.35,0,25-48,Medium,46.43865905848788,5,1,1,1
Male,0,1,0,50,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.55,1067.65,0,49-60,Low,49.54292343387471,1,1,0,0
Male,0,1,0,28,1,0,Fiber optic,0,0,0,1,0,0,Month-to-month,0,Bank transfer (automatic),76.55,2065.4,0,25-48,High,26.633139909735657,2,1,1,1
Female,0,0,0,66,0,0,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),62.5,4136.4,0,61-72,Medium,65.14015748031495,6,1,1,1
Male,1,0,0,8,0,0,DSL,0,0,1,0,0,0,Month-to-month,1,Electronic check,29.4,221.9,1,0-12,Low,7.299342105263158,1,0,0,1
Female,0,1,1,41,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Bank transfer (automatic),94.9,3848.0,0,25-48,High,40.12513034410844,4,1,1,1
Male,1,1,0,72,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),111.65,8022.85,0,61-72,Very High,71.21926320461607,7,1,1,1
Female,0,0,0,7,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.9,173.15,0,0-12,Low,8.284688995215312,1,0,0,0
Female,0,1,1,38,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.45,781.25,0,25-48,Low,36.421911421911425,1,1,0,0
Male,0,0,0,44,1,0,Fiber optic,1,1,1,0,1,1,One year,1,Electronic check,106.05,4510.8,0,25-48,Very High,42.1373190098085,6,1,0,1
Male,0,1,1,47,1,1,Fiber optic,1,1,1,1,1,1,One year,1,Bank transfer (automatic),113.45,5317.8,0,25-48,Very High,46.463958060288334,8,1,1,1
Male,0,1,1,53,1,0,Fiber optic,0,1,0,1,1,0,Month-to-month,1,Electronic check,92.55,4779.45,0,49-60,High,51.08979155531801,4,1,0,1
Male,0,1,0,4,1,1,DSL,0,0,1,0,1,0,Month-to-month,0,Electronic check,65.6,250.1,0,0-12,Medium,3.7552552552552556,4,0,0,1
Male,1,0,0,20,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,84.35,1745.2,0,13-24,High,20.44756883421207,3,0,0,1
Male,0,0,0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,44.65,74.9,1,0-12,Medium,1.6407447973713036,1,0,0,1
Male,1,1,0,57,1,1,DSL,0,1,1,0,1,0,One year,1,Credit card (automatic),71.1,4140.1,0,49-60,High,57.42163661581138,5,1,1,1
Female,1,1,0,44,1,0,Fiber optic,1,1,0,1,0,0,Month-to-month,1,Electronic check,85.15,3670.5,0,25-48,High,42.605919907138706,4,1,0,1
Male,0,0,0,24,1,0,DSL,0,0,1,0,0,0,Month-to-month,1,Mailed check,49.7,1167.8,0,13-24,Medium,23.03353057199211,2,1,0,1
Male,0,1,1,15,0,0,DSL,1,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),30.2,469.65,0,13-24,Low,15.052884615384615,1,0,1,1
Female,0,0,0,3,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,25.25,58.9,1,0-12,Low,2.243809523809524,0,0,0,1
Female,0,0,1,4,1,1,Fiber optic,0,1,1,0,0,0,Month-to-month,0,Bank transfer (automatic),84.05,333.55,1,0-12,High,3.9218106995884776,4,0,1,1
Male,1,1,0,37,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,85.7,3171.15,1,25-48,High,36.57612456747405,3,1,0,1
Female,0,0,0,1,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,74.7,74.7,1,0-12,High,0.9867899603698811,2,0,0,1
Female,0,0,0,24,1,0,DSL,1,0,0,1,0,0,Month-to-month,0,Credit card (automatic),56.35,1381.2,0,13-24,Medium,24.083696599825632,3,1,1,1
Female,0,0,0,5,1,1,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Electronic check,90.8,455.5,1,0-12,High,4.961873638344227,4,0,0,1
Female,0,0,0,33,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,0,Electronic check,107.55,3645.5,0,25-48,Very High,33.5836020267158,6,1,0,1
Female,0,1,1,58,1,0,No,0,0,0,0,0,0,Two year,1,Mailed check,19.85,1158.85,0,49-60,Low,55.58033573141486,1,1,0,0
Female,0,1,1,72,1,1,Fiber optic,1,1,0,0,1,0,Two year,1,Bank transfer (automatic),95.9,6954.15,0,61-72,High,71.76625386996903,5,1,1,1
Female,0,1,0,71,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,23.85,1672.1,0,61-72,Low,67.28772635814889,2,1,0,0
Female,1,0,0,28,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,106.15,3152.5,1,25-48,Very High,29.421371908539427,6,1,0,1
Male,0,1,0,51,1,0,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),83.85,4307.1,0,49-60,High,50.76134354743666,7,1,1,1
Female,0,0,0,30,1,0,DSL,1,1,1,1,1,1,One year,0,Bank transfer (automatic),85.35,2530.4,1,25-48,High,29.303995367689637,7,1,1,1
Male,1,1,0,72,1,0,Fiber optic,1,1,0,1,0,0,Two year,1,Credit card (automatic),84.8,6141.65,0,61-72,High,71.58100233100232,4,1,1,1
Male,1,0,0,36,1,1,Fiber optic,1,0,0,0,1,0,Month-to-month,1,Electronic check,90.85,3186.7,1,25-48,High,34.69461077844311,4,1,0,1
Male,0,0,1,14,1,0,DSL,1,1,1,1,0,1,Two year,0,Bank transfer (automatic),76.1,1054.8,0,13-24,High,13.680933852140079,6,0,1,1
Female,0,1,1,72,1,1,DSL,1,1,0,1,1,0,Two year,0,Mailed check,74.55,5430.65,0,61-72,High,71.88153540701522,6,1,0,1
Female,0,1,1,22,0,0,DSL,0,1,0,0,1,0,Month-to-month,0,Electronic check,39.2,849.9,0,13-24,Medium,21.141791044776117,2,0,0,1
Female,0,0,0,2,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,0,Electronic check,79.55,151.75,0,0-12,High,1.8839230291744258,3,0,0,1
Female,0,0,0,15,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.6,299.4,0,13-24,Low,14.53398058252427,1,0,0,0
Male,0,1,1,51,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.55,1086.75,0,49-60,Low,52.88321167883211,1,1,1,0
Male,0,1,0,70,0,0,DSL,1,0,1,1,0,0,Two year,1,Credit card (automatic),39.15,2692.75,0,61-72,Medium,67.06724782067248,3,1,1,1
Female,0,1,1,71,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),20.1,1389.6,0,61-72,Low,65.85781990521326,1,1,1,0
Female,0,1,1,39,1,1,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Credit card (automatic),99.95,3767.4,0,25-48,High,37.31946508172363,5,1,1,1
Female,0,1,1,61,1,1,DSL,1,1,0,0,0,0,Month-to-month,0,Electronic check,59.8,3641.5,0,61-72,Medium,59.89309210526316,4,1,0,1
Female,0,0,0,52,1,0,DSL,1,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),49.75,2535.55,0,49-60,Medium,49.961576354679806,2,1,1,1
Female,0,0,0,1,0,0,DSL,0,0,0,0,1,0,Month-to-month,1,Electronic check,35.75,35.75,1,0-12,Medium,0.9727891156462585,1,0,0,1
Male,0,1,0,64,1,1,Fiber optic,1,0,1,1,1,1,One year,1,Mailed check,108.5,6880.85,0,61-72,Very High,62.83881278538813,7,1,0,1
Male,0,1,0,62,1,0,DSL,0,1,1,1,0,0,Two year,1,Credit card (automatic),60.15,3753.2,0,61-72,Medium,61.37694194603434,4,1,1,1
Male,0,1,0,30,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.05,637.55,0,25-48,Low,31.79800498753117,1,1,0,0
Female,1,1,1,4,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,46.0,181.6,1,0-12,Medium,3.8638297872340424,1,0,0,1
Male,1,1,0,63,1,0,DSL,1,1,1,1,1,1,One year,1,Bank transfer (automatic),84.0,5329.55,0,61-72,High,62.70058823529412,7,1,1,1
Female,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),44.55,44.55,0,0-12,Medium,0.9780461031833151,1,0,1,1
Male,0,1,0,15,1,1,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Electronic check,103.45,1539.8,0,13-24,Very High,14.741981809478219,6,0,0,1
Male,0,1,1,27,1,0,Fiber optic,1,1,0,0,0,0,One year,1,Credit card (automatic),80.65,2209.75,0,25-48,High,27.06368646662584,3,1,1,1
Female,0,0,1,4,0,0,DSL,1,1,1,0,1,1,Month-to-month,1,Mailed check,57.2,223.75,0,0-12,Medium,3.844501718213058,5,0,0,1
Female,0,1,0,72,1,1,Fiber optic,1,1,1,0,1,1,Two year,1,Electronic check,110.75,7751.7,0,61-72,Very High,69.36644295302013,7,1,0,1
Male,1,1,0,45,1,1,No,0,0,0,0,0,0,One year,0,Credit card (automatic),24.7,1174.35,0,25-48,Low,45.69455252918288,2,1,1,0
Female,1,0,0,45,1,1,Fiber optic,1,1,0,1,1,0,Month-to-month,1,Electronic check,97.05,4385.05,0,25-48,High,44.72259051504335,6,1,0,1
Female,0,0,0,36,1,0,DSL,1,1,1,1,1,0,One year,1,Mailed check,76.35,2606.35,0,25-48,High,33.69553975436329,6,1,0,1
Male,0,1,1,17,1,0,Fiber optic,1,0,1,0,1,0,Month-to-month,1,Electronic check,89.4,1539.45,1,13-24,High,17.029314159292035,4,0,0,1
Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,18.9,18.9,0,0-12,Low,0.949748743718593,1,0,0,0
Male,1,0,0,16,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),74.45,1261.35,0,13-24,High,16.71769383697813,2,0,1,1
Male,0,0,0,3,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.8,58.15,1,0-12,Low,2.7956730769230766,1,0,0,0
Male,0,1,1,4,1,1,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,50.9,225.6,1,0-12,Medium,4.3468208092485545,2,0,0,1
Female,0,1,0,71,1,0,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),84.4,5969.3,0,61-72,High,69.89812646370024,7,1,1,1
Male,0,1,1,10,1,1,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,24.4,253.9,0,0-12,Low,9.996062992125985,2,0,0,0
Male,0,1,1,20,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.05,400.0,0,13-24,Low,19.002375296912113,1,0,0,0
Male,0,0,0,4,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,81.0,340.85,1,0-12,High,4.156707317073171,2,0,0,1
Male,0,0,0,26,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,98.35,2515.3,1,25-48,High,25.31756416708606,5,1,0,1
Female,0,0,0,4,1,0,DSL,0,0,0,0,1,0,Month-to-month,0,Credit card (automatic),55.5,227.35,0,0-12,Medium,4.023893805309735,2,0,1,1
Male,0,0,0,5,0,0,DSL,0,1,0,0,1,1,Month-to-month,1,Mailed check,51.0,305.95,1,0-12,Medium,5.883653846153846,3,0,0,1
Female,0,1,0,4,1,1,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Electronic check,91.65,365.4,1,0-12,High,3.9438747976254716,4,0,0,1
Male,1,1,0,29,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,84.3,2357.75,0,25-48,High,27.640679953106684,3,1,0,1
Male,0,0,0,2,1,0,Fiber optic,1,1,0,0,1,1,Month-to-month,0,Electronic check,100.2,198.5,0,0-12,Very High,1.9614624505928853,5,0,0,1
Female,0,0,0,29,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.4,554.25,0,25-48,Low,27.169117647058826,1,1,0,0
Male,0,0,1,1,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,90.85,90.85,1,0-12,High,0.9891126837234622,3,0,0,1
Male,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Mailed check,69.4,69.4,1,0-12,Medium,0.9857954545454546,1,0,0,1
Female,1,0,0,8,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Credit card (automatic),94.45,742.95,1,0-12,High,7.78365636458879,4,0,1,1
Male,0,0,0,13,1,0,No,0,0,0,0,0,0,Month-to-month,1,Electronic check,20.4,251.65,0,13-24,Low,11.759345794392525,1,0,0,0
Female,0,1,0,59,1,1,Fiber optic,1,1,0,0,1,0,Month-to-month,1,Electronic check,94.75,5597.65,0,49-60,High,58.461096605744125,5,1,0,1
Female,0,1,1,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),20.15,20.15,1,0-12,Low,0.9527186761229315,1,0,1,0
Male,1,0,0,50,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,95.7,4816.7,1,49-60,High,49.81075491209927,4,1,0,1
Male,0,1,0,18,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),44.35,768.05,0,13-24,Medium,16.936052921719956,1,0,1,1
Female,0,1,1,17,1,0,DSL,1,1,0,0,1,1,Month-to-month,0,Mailed check,74.55,1215.8,0,13-24,High,16.092653871608206,5,0,0,1
Male,0,1,0,47,1,0,DSL,0,1,1,0,1,1,Two year,0,Electronic check,73.6,3522.65,0,25-48,High,47.22050938337802,5,1,0,1
Female,0,0,0,26,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),74.95,1834.95,1,25-48,High,24.15997366688611,2,1,1,1
Female,0,0,0,6,0,0,DSL,0,0,1,0,1,1,Month-to-month,1,Electronic check,47.95,305.1,1,0-12,Medium,6.232890704800817,3,0,0,1
Male,0,1,1,19,1,1,DSL,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),50.1,910.45,0,13-24,Medium,17.817025440313113,2,0,1,1
Female,0,0,0,3,1,1,DSL,0,0,0,1,1,0,Month-to-month,1,Electronic check,63.6,155.65,1,0-12,Medium,2.409442724458205,4,0,0,1
Female,1,1,1,68,0,0,DSL,0,1,1,0,1,1,Two year,1,Electronic check,53.0,3656.25,0,61-72,Medium,67.70833333333333,4,1,0,1
Female,0,1,0,2,1,0,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),19.85,52.0,0,0-12,Low,2.4940047961630696,1,0,1,0
Male,0,0,0,7,0,0,DSL,0,0,0,0,0,0,One year,1,Credit card (automatic),24.35,150.85,0,0-12,Low,5.950690335305719,0,0,1,1
Female,0,0,0,18,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.55,389.25,0,13-24,Low,18.94160583941606,1,0,0,0
Female,0,1,0,71,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),25.05,1873.7,0,61-72,Low,71.92706333973129,2,1,1,0
Male,1,1,0,13,1,1,Fiber optic,1,1,0,0,0,1,Month-to-month,0,Credit card (automatic),93.8,1261.0,0,13-24,High,13.30168776371308,5,0,1,1
Male,0,0,0,3,0,0,DSL,0,1,0,1,0,0,Month-to-month,1,Mailed check,36.85,108.7,1,0-12,Medium,2.8718626155878466,2,0,0,1
Male,0,1,0,72,1,1,Fiber optic,0,1,1,0,1,1,Two year,1,Bank transfer (automatic),103.75,7346.2,0,61-72,Very High,70.13078758949881,6,1,1,1
Male,0,1,1,66,0,0,DSL,0,1,1,0,1,1,Two year,1,Credit card (automatic),56.75,3708.4,0,61-72,Medium,64.21471861471862,4,1,1,1
Male,0,1,1,24,1,0,No,0,0,0,0,0,0,One year,1,Credit card (automatic),20.8,469.65,0,13-24,Low,21.543577981651374,1,1,1,0
Female,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,44.1,44.1,1,0-12,Medium,0.9778270509977827,1,0,0,1
Female,0,1,1,56,1,1,No,0,0,0,0,0,0,Two year,1,Mailed check,24.45,1385.85,0,49-60,Low,54.45383104125737,2,1,0,0
Female,1,1,0,22,1,1,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),25.6,548.8,0,13-24,Low,20.631578947368418,2,0,1,0
Male,0,0,0,14,0,0,DSL,0,0,1,0,1,1,Month-to-month,1,Electronic check,50.75,712.75,1,13-24,Medium,13.772946859903382,3,0,0,1
Female,1,1,0,61,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Credit card (automatic),104.4,6405.0,1,61-72,Very High,60.7685009487666,6,1,1,1
Female,1,1,0,40,0,0,DSL,0,1,0,0,1,0,Month-to-month,1,Electronic check,39.3,1637.4,1,25-48,Medium,40.6302729528536,2,1,0,1
Female,0,0,0,42,1,0,DSL,1,1,1,0,0,0,Month-to-month,0,Bank transfer (automatic),59.65,2536.55,0,25-48,Medium,41.82275350370981,4,1,1,1
Female,0,1,1,72,1,1,DSL,1,0,1,1,1,1,Two year,1,Bank transfer (automatic),83.3,6042.7,0,61-72,High,71.68090154211151,7,1,1,1
Female,0,0,0,12,1,1,Fiber optic,0,0,0,1,0,0,Month-to-month,1,Credit card (automatic),79.55,958.25,0,0-12,High,11.896337678460585,3,0,1,1
Male,0,1,0,71,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),24.45,1730.65,0,61-72,Low,68.00196463654224,2,1,1,0
Female,0,1,0,26,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.2,459.6,0,25-48,Low,22.752475247524753,1,1,0,0
Female,0,0,1,7,0,0,DSL,1,0,0,0,0,0,Month-to-month,0,Mailed check,29.8,201.95,0,0-12,Low,6.556818181818182,1,0,0,1
Female,0,1,1,6,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,45.5,285.2,0,0-12,Medium,6.133333333333333,1,0,0,1
Female,0,0,0,58,1,0,Fiber optic,1,1,1,0,1,1,One year,1,Electronic check,106.45,6145.85,1,49-60,Very High,57.19730107026524,6,1,0,1
Male,0,1,0,51,0,0,DSL,0,1,0,0,0,0,Month-to-month,1,Credit card (automatic),30.05,1529.45,0,49-60,Low,49.25764895330113,1,1,1,1
Male,0,1,1,72,0,0,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),65.65,4664.5,0,61-72,Medium,69.98499624906226,6,1,1,1
Female,0,0,0,18,1,0,Fiber optic,1,0,0,0,1,1,Month-to-month,1,Electronic check,96.05,1740.7,1,13-24,High,17.93611540443071,4,0,0,1
